feature1,feature2,feature3,class
0.1039,1.4083,0.76065,0
-0.33032,0.11128,-0.10087,0
0.068959,-0.37266,0.21877,0
-1.4421,0.20221,1.0809,0
2.3832,-0.39679,-1.8713,0
-0.029568,0.49482,0.09634,0
1.7793,0.59415,0.53388,0
1.0438,-0.76194,-1.2633,0
2.2051,-1.2826,-0.98099,0
-0.86597,1.1429,0.42014,0
-0.97955,-0.9303,0.57913,0
0.56664,-0.58621,0.88192,0
0.6129,0.6989,-0.70275,0
-0.52596,-0.48594,-0.13513,0
0.41755,0.25654,0.87243,0
-0.84167,-0.45301,-1.6664,0
-0.079578,-0.10003,0.85594,0
1.1348,0.86886,-2.0688,0
-0.28704,0.0043546,-2.5641,0
1.2594,0.87277,2.2472,0
0.86852,-1.8485,2.7248,0
-1.0131,0.064975,-0.47365,0
-0.3954,-0.23477,0.74117,0
-1.0993,1.5406,-0.51687,0
0.68905,-0.068922,-1.9483,0
0.49122,-0.6265,0.28553,0
1.1734,-1.0485,-1.3578,0
-1.2579,0.79987,1.7028,0
0.74107,-0.60368,0.64924,0
1.3234,2.4788,-0.17268,0
0.019375,0.86069,-0.087396,0
-1.2067,-0.81038,0.042358,0
-0.27717,1.4298,0.22626,0
0.75162,-1.4052,-0.55472,0
0.50039,-1.1483,0.48026,0
1.4155,-0.80657,0.53526,0
-0.22603,0.41836,-0.97635,0
-1.2957,1.3568,-1.2103,0
0.90891,-0.23244,-0.15925,0
0.14276,-0.7694,1.5199,0
0.46245,1.1786,-0.25551,0
-1.0226,1.4197,-1.1662,0
-1.0477,0.85153,-0.38904,0
-0.41513,-0.88418,0.30429,0
-0.80626,0.060785,-1.0298,0
-0.13118,0.13799,0.82925,0
-1.2113,-0.60792,0.82754,0
0.32682,0.86885,0.014032,0
0.30149,1.3351,-0.23845,0
0.72226,-1.0695,2.43E-05,0
-0.98266,-1.9319,1.2338,0
0.65409,1.2163,0.83701,0
-1.3923,0.30038,-1.3298,0
1.0724,-0.34887,-0.29264,0
-0.99562,-0.86221,-0.16734,0
0.47085,-0.93391,-0.23934,0
1.1106,0.0031148,-0.67258,0
0.28124,0.55459,-1.558,0
0.2238,-1.8462,-0.021378,0
0.538,1.3111,0.75353,0
0.34856,0.49755,-0.53906,0
-0.43234,-0.22451,0.946,0
-0.62264,0.68791,0.15319,0
-0.72779,-1.366,-0.044691,0
-1.4326,-0.21976,-0.41952,0
0.25217,-0.072849,-0.81486,0
-1.5459,-0.0046121,-1.3464,0
0.51293,0.6263,0.81076,0
-0.96874,0.30876,-1.7831,0
0.18959,0.90246,-0.80498,0
0.11012,0.16149,1.6725,0
-1.1558,-0.21305,0.83387,0
0.99268,0.11505,1.0738,0
-0.47516,0.015985,-0.48985,0
0.76713,2.014,0.17811,0
-0.83284,-1.1803,1.0589,0
2.1843,2.5181,-0.55461,0
0.56289,-0.13627,-1.7045,0
0.38869,-0.87232,-0.055208,0
-1.0329,1.5147,1.3039,0
-1.1626,-1.3835,-1.0409,0
-0.027365,1.8762,-0.24149,0
-0.030609,0.6845,1.0515,0
-0.02464,-1.2993,2.0794,0
1.3157,-1.9683,-1.0345,0
-0.75577,0.3831,-0.88111,0
-0.70987,-1.1006,-2.3703,0
-0.32611,-0.3863,-1.2626,0
-0.32401,0.37455,-0.4281,0
-1.1084,2.3684,1.8726,0
-0.11322,-0.29081,0.45058,0
0.29776,1.0014,0.41536,0
-1.4397,0.52115,0.81655,0
0.51754,1.3408,0.27926,0
-0.85072,-0.31533,-0.40065,0
-0.88702,0.045565,0.56611,0
0.017373,0.24267,1.8326,0
-0.044596,0.88733,0.48869,0
-0.77967,0.26272,-0.63168,0
-0.66141,-0.015917,-1.6916,0
-1.9874,-0.73904,1.5158,0
-0.54117,-2.0136,0.99691,0
-0.94683,-0.56929,0.17644,0
-0.85638,-1.2401,1.0001,0
-0.39503,-1.1691,-1.6315,0
0.26602,2.0271,-1.8417,0
-0.15443,-0.076469,0.17448,0
-0.74947,-1.0394,0.6119,0
1.8918,-0.5207,0.27508,0
-0.093362,1.103,-0.4635,0
0.80804,0.7208,1.1026,0
1.836,1.0021,1.3227,0
-0.17824,0.78682,-0.7097,0
-1.85,0.62833,2.0879,0
0.18391,0.689,0.64574,0
-0.75331,-0.56124,0.17784,0
0.86657,0.42405,-0.20519,0
1.0259,1.8933,0.57808,0
-2.0218,-1.4428,0.15698,0
0.26831,-0.017973,1.4039,0
-1.114,-1.8906,1.619,0
0.94647,0.1159,0.16624,0
-0.60435,0.85003,-0.041755,0
-0.94155,-2.29,-1.5201,0
-0.20425,0.25323,1.0681,0
-0.0487,0.92427,-0.38959,0
-0.29941,1.3518,-0.71482,0
0.063012,-1.0515,-0.59155,0
0.85734,-0.022162,0.45745,0
-1.7266,-0.22327,0.61725,0
0.38554,-1.977,1.2306,0
-0.9282,1.8606,0.39184,0
-0.62327,-1.4795,1.4531,0
0.091784,1.3234,-1.1802,0
-0.33666,0.5421,-1.5002,0
-0.27893,0.14822,-0.59614,0
1.6519,0.12843,-0.32076,0
-0.49218,-0.9975,-2.8733,0
0.129,-0.59743,1.1479,0
0.49868,-1.4157,-0.15086,0
0.077997,-0.083,0.096908,0
1.3342,-0.96663,-1.3467,0
-0.34073,-0.024095,0.7425,0
0.97024,0.12117,0.71699,0
0.38077,-0.423,-0.92048,0
0.57046,-2.6405,0.80869,0
1.7091,-1.1118,-2.4034,0
1.8234,1.6913,2.1106,0
0.42648,0.90242,-1.5736,0
-0.11518,0.59334,1.1088,0
-0.72411,0.26098,-1.4201,0
1.184,-0.65249,-1.3657,0
-0.88709,-0.5979,0.66796,0
0.86256,0.029044,-0.21696,0
-1.1527,0.22795,-0.71359,0
-1.62,-1.5176,0.31756,0
-1.0373,-0.13454,0.79719,0
0.47526,-1.4373,-0.084644,0
-0.73855,-0.89248,-0.83605,0
-0.11625,-1.3043,0.597,0
0.78368,1.1518,-1.5236,0
-1.4138,0.70327,1.5085,0
0.67557,-0.10433,0.41496,0
1.353,0.23883,-0.89596,0
1.73,-0.65082,0.24136,0
-1.2832,0.33755,-0.33274,0
0.36258,-0.25936,-0.77068,0
-0.79866,1.6055,-0.13622,0
-0.1252,0.43701,0.49628,0
-0.79561,0.46446,-1.7799,0
-0.43891,-0.4486,0.26536,0
-0.1807,-0.96371,1.3064,0
1.0155,-0.6134,-0.68672,0
-0.51769,-0.65758,-0.4381,0
-0.89498,-0.31754,-0.50107,0
0.53851,-0.017265,0.53064,0
-0.2736,2.0796,-0.42876,0
0.62683,-1.1644,0.84809,0
-2.2596,1.0584,0.98729,0
-0.72454,-1.2628,-1.5774,0
0.5527,0.38347,1.6382,0
0.78934,0.74066,0.15529,0
-1.1279,0.20607,-0.16109,0
-0.87292,-1.2359,-0.48952,0
0.98128,-0.73579,-1.325,0
-0.79012,0.44828,0.19547,0
-0.40958,-0.41988,1.7735,0
0.36955,-0.068234,-1.0663,0
0.49833,-0.91296,-1.5602,0
0.50746,1.2413,0.67326,0
0.12964,0.11671,-0.0048102,0
0.46185,0.52786,-1.0069,0
0.63519,0.95189,-1.0553,0
0.21719,-0.11169,0.19322,0
0.41357,-0.6181,-1.417,0
-0.25265,1.563,1.3943,0
0.35038,0.69408,-0.094083,0
-0.28941,0.063074,0.4953,0
0.011568,0.50631,-0.71016,0
0.38505,-1.9555,-0.095544,0
0.94299,1.1445,-2.2284,0
0.011421,1.3327,-0.88077,0
0.46913,-0.29265,0.84906,0
-0.49875,-0.66312,1.5327,0
0.46072,0.55032,0.2355,0
1.1508,0.0041023,-1.7096,0
-1.1247,1.085,1.2691,0
0.40513,-1.1382,-0.2639,0
-0.078606,-2.5179,0.97675,0
-1.0481,0.067033,0.60274,0
1.732,-0.66581,1.2129,0
0.98475,0.67139,0.015463,0
-0.2304,0.57277,-0.28863,0
-0.89663,0.010383,0.17393,0
0.2582,0.90256,-0.36763,0
-0.40831,-2.2357,-0.64817,0
-0.51511,0.4544,-0.88433,0
0.092064,-0.67673,-1.0125,0
-1.184,-1.6782,1.3805,0
1.2004,-1.1178,2.3381,0
0.80988,0.76744,0.97924,0
-0.13098,0.91198,-0.42317,0
-0.73282,-0.60894,0.26656,0
-1.57,-0.88975,-0.48623,0
0.46841,1.0866,1.099,0
2.0876,-0.30031,-0.46387,0
0.62786,-0.41654,-1.8596,0
0.61769,-1.0862,0.52106,0
-0.09924,-1.2163,1.8376,0
-0.15142,-1.0903,0.83035,0
-0.69787,0.50297,1.9996,0
0.50229,0.7074,0.31693,0
-0.3025,1.5637,0.18727,0
-0.99274,0.6506,0.73257,0
-0.39028,2.1305,0.35039,0
-0.48425,0.63859,0.36982,0
-0.27387,-0.11801,-0.5918,0
-1.115,-0.28468,-0.90747,0
0.41416,-1.1408,-1.6742,0
0.068887,0.34354,0.17634,0
0.33449,-0.86484,0.43415,0
-0.79982,1.2875,0.39421,0
-0.29653,1.4743,1.9246,0
2.0026,1.2554,-0.59932,0
0.27615,0.45358,1.0473,0
-0.60693,0.66632,-1.7688,0
-0.50859,-0.95478,-1.1801,0
-0.01489,-0.46464,-0.542,0
-1.1413,-1.3668,0.34154,0
-0.015771,0.57548,0.88002,0
-0.022965,2.2912,0.19452,0
-1.4269,0.26363,-1.4839,0
1.5138,-0.24599,-0.52827,0
0.45129,0.019591,-0.93007,0
-1.5968,1.065,-0.41798,0
0.49463,1.6069,0.43534,0
-1.465,0.67113,-0.81072,0
-0.086943,0.3411,1.053,0
-1.5863,-1.1327,0.16445,0
-0.079935,-0.41372,0.72574,0
-0.043816,0.0070114,-0.46232,0
0.038647,2.2152,0.16122,0
-1.1453,-0.18313,-0.46737,0
-0.20606,0.42048,-0.39301,0
0.22004,-0.83175,-1.2665,0
-0.15787,-0.66055,-0.13349,0
0.048595,-0.81124,-1.4291,0
1.1087,0.11593,-2.2164,0
0.14282,-1.204,0.050763,0
0.15833,-0.45698,0.13454,0
0.82287,1.3091,-0.25298,0
-0.71117,-0.0073884,-0.54321,0
-0.77641,0.019935,2.0196,0
-1.0016,0.076315,2.2373,0
2.0255,-0.39359,0.93094,0
0.51435,-1.0363,0.5131,0
-0.22033,0.01144,0.6448,0
1.3509,-1.9201,-1.1124,0
-0.10811,-1.2743,-0.39676,0
-0.65208,0.51109,-0.64539,0
1.9546,0.015883,0.99737,0
0.65093,0.54507,1.0249,0
-0.91123,0.27579,1.1386,0
-0.56277,0.030691,0.0087711,0
0.52437,0.39265,1.2149,0
-0.52441,-0.8731,-0.10445,0
-0.26094,0.30861,2.9859,0
1.4204,1.6272,-0.4689,0
0.45331,0.4061,-1.9145,0
-2.1658,-0.5012,-0.89237,0
0.096638,-0.58048,-0.21738,0
-1.5782,-0.68321,1.3384,0
-0.11416,0.66297,-0.14354,0
0.36303,0.51938,1.1039,0
0.67895,-0.13939,0.62028,0
-0.83743,-1.0296,0.18855,0
-0.085427,0.3198,-0.21854,0
-1.5673,0.85631,-1.6851,0
0.031048,0.92009,0.31772,0
0.34388,0.58956,0.51501,0
0.94461,-0.46942,-0.70565,0
-1.3555,2.1145,-0.88149,0
-1.0091,1.3069,-1.4919,0
-1.0186,-0.46322,-0.34692,0
-0.4788,0.32009,0.019253,0
0.28578,-0.82917,1.5727,0
-0.79106,-1.87,-1.3596,0
-0.005418,0.94221,-1.037,0
-0.46956,0.8708,-0.41621,0
0.3782,-0.75372,0.14719,0
1.0175,-1.3024,-0.50325,0
0.4863,1.5383,1.6541,0
0.72815,0.18597,0.23449,0
-0.10508,-2.8068,2.7916,0
0.69503,-0.35861,0.105,0
-0.16976,-0.45871,0.096174,0
-0.25765,0.22107,0.16238,0
-1.2837,-0.047689,0.31913,0
-0.11188,0.19122,1.5526,0
-0.91567,-1.1528,-0.080125,0
-0.40844,-1.7287,-0.76597,0
0.02728,-0.47062,1.9298,0
-0.0076269,0.91229,0.93072,0
-0.70871,1.2775,0.38417,0
-0.094089,-0.18207,1.0078,0
-1.2956,0.54916,-0.44215,0
1.0881,-0.012354,-0.98561,0
0.28319,-1.3187,-0.038201,0
0.31857,1.2397,0.22822,0
-1.1171,0.86507,-1.9793,0
-1.8758,0.20545,0.53887,0
-0.40681,-0.2155,0.22178,0
-3.079,-0.15299,0.41763,0
-0.62943,-0.86333,0.71966,0
0.24686,1.9255,0.58673,0
0.099823,-1.7535,1.4925,0
-0.8061,-0.65408,-1.6938,0
-0.39586,-0.22207,-0.51028,0
0.41675,0.20228,2.6702,0
0.79172,-0.033858,-0.48689,0
-1.3696,1.2273,0.17841,0
1.4071,-2.1964,-0.93764,0
-1.2257,-0.069993,0.16935,0
1.5529,1.1518,0.53344,0
0.48273,-1.1729,-1.5642,0
-1.1941,-1.1464,0.26061,0
-0.37544,-1.04,-0.86912,0
-0.065268,-0.043547,-0.62217,0
-0.37783,-0.73587,-0.97531,0
0.99752,0.90027,1.2612,0
0.51333,-0.45262,0.40002,0
-0.36937,1.5473,0.57604,0
0.11145,-0.34188,1.9162,0
0.73117,0.045108,0.23018,0
0.85144,-0.20571,-0.58849,0
0.36652,-0.1953,-0.23255,0
0.050627,0.53402,0.91291,0
-0.020111,0.10549,-0.15499,0
-0.41478,1.056,-0.12805,0
-1.0805,-1.3645,-1.1022,0
-0.020462,0.34392,0.26697,0
0.015,-1.29,0.14312,0
-0.63497,0.26495,1.9878,0
-0.58439,-0.36196,0.11644,0
0.069984,0.67085,0.29392,0
0.70248,0.065239,0.26873,0
0.48736,1.001,0.99733,0
-1.3284,-0.60115,1.4482,0
0.22679,-0.48701,1.4163,0
0.22057,-3.244,-0.84239,0
0.44806,1.855,-1.2449,0
-0.17527,1.5549,-1.0912,0
-0.24412,-0.2493,2.3765,0
1.8148,1.7022,-0.49395,0
1.6149,-0.41637,1.0642,0
2.2837,-0.46695,0.49853,0
0.010544,-0.15681,-0.59646,0
-1.0009,-2.0046,2.4236,0
1.3616,1.6044,-1.1566,0
0.048255,-1.426,0.53399,0
-1.1171,1.1195,0.23655,0
-1.4519,0.92376,-1.2995,0
-0.13252,-0.18886,0.17796,0
-1.3445,-0.56141,1.3076,0
0.25891,0.99932,-1.5699,0
-1.4606,-1.1323,0.23654,0
1.3859,0.15157,1.1013,0
-0.063886,-1.3813,-0.76184,0
-0.70986,-0.7491,-0.40745,0
0.19922,-0.83676,0.15762,0
0.69782,0.64775,-2.7904,0
-0.7979,1.9932,1.3328,0
-1.1914,-1.8522,1.8175,0
-0.50572,-0.98234,-0.76375,0
-0.50575,-1.3187,-0.20728,0
1.2016,-0.53301,-0.047439,0
-0.51555,0.53925,-2.2426,0
-0.44192,0.21691,1.276,0
-1.6409,-0.4681,-0.65549,0
-1.4822,0.84043,1.2701,0
0.061254,0.29154,-1.3345,0
0.93257,-0.81894,-1.0958,0
-0.080901,1.3402,-0.90171,0
0.036879,-1.6599,0.31708,0
-1.4746,-0.97996,0.59965,0
0.67294,0.15893,1.1734,0
-1.0254,-0.3918,1.2709,0
0.50804,0.047153,-0.9952,0
-1.1239,-0.84002,0.66261,0
0.68276,-1.1713,0.88913,0
1.4888,2.377,-0.067168,0
0.032995,-0.024913,-0.61074,0
-0.85692,-0.25414,-0.018398,0
-0.59226,1.472,1.9043,0
-0.11991,0.21329,-0.30055,0
0.42327,0.032948,0.633,0
0.059725,0.11553,0.41599,0
0.32775,-1.4463,-0.34902,0
0.031879,1.1402,0.55143,0
-0.54307,-0.066441,-1.8726,0
-1.7303,-0.6966,-1.3164,0
-1.591,0.61633,-0.90187,0
-0.34727,-1.2334,-1.498,0
-0.32653,-0.66378,-0.39406,0
0.030415,-1.3325,2.2288,0
0.46423,0.6955,0.42619,0
-0.21344,0.45071,0.3323,0
0.10331,1.6264,-0.75672,0
0.22637,-0.15263,0.99334,0
-0.50423,-0.43082,0.0094459,0
1.6113,-0.64403,-0.42071,0
1.389,0.14933,-0.61841,0
-0.81514,-1.0098,-1.9083,0
-0.38082,-2.2387,0.41172,0
0.50607,1.194,0.30451,0
-0.23112,-1.9676,2.4372,0
-1.2724,1.213,-0.2534,0
1.4107,-0.15848,1.9677,0
-0.64247,0.41312,0.47274,0
1.1529,1.1382,0.023276,0
-0.98527,0.298,0.052992,0
0.87619,0.79797,-0.58386,0
-0.034175,0.24733,-2.0456,0
0.86609,-0.66643,-0.88042,0
1.8007,-1.4079,0.60598,0
0.51856,-1.2371,0.51085,0
0.62489,1.3747,0.88878,0
1.4346,-0.3794,-0.77946,0
-0.68167,-0.64127,0.75425,0
0.018767,-1.3742,-0.57899,0
0.53206,-0.88435,-0.96523,0
-0.46435,0.065267,0.12775,0
0.41726,-0.038439,0.47873,0
1.1939,0.20212,0.15448,0
0.74639,-1.0588,1.0501,0
-0.091387,-2.2721,-0.071342,0
-0.61114,-0.65917,0.21198,0
-1.1257,0.56563,0.27401,0
-1.4985,-1.0388,-0.22373,0
2.4155,0.33633,-0.93091,0
-0.49339,0.93819,0.40683,0
1.0951,-0.39628,0.26683,0
1.4779,-1.2188,0.67594,0
-1.3087,-0.21522,1.1312,0
-2.2546,-1.4622,0.33437,0
0.50364,0.60066,0.31911,0
2.1374,-0.29171,0.4449,0
-0.45504,-0.7873,-0.91005,0
1.5507,0.91433,-0.049992,0
-0.41084,0.021211,0.18576,0
-1.2398,-0.40144,-0.31668,0
-0.39278,-1.3925,0.87154,0
-0.46158,2.4038,0.51348,0
3.484,-0.52919,0.057684,0
0.13851,1.7658,-0.4609,0
-1.3087,1.2417,0.82524,0
-1.2033,0.75757,0.5899,0
0.9991,-0.85362,0.41419,0
0.56913,0.10065,-0.47431,0
-0.96782,1.1308,0.7956,0
-1.6964,-0.11529,-0.82154,0
1.69,-2.46,-1.0532,0
0.25876,-0.8305,0.39741,0
-0.51645,0.77018,-0.56281,0
0.6183,0.58499,-0.74972,0
0.049894,-0.39617,0.79079,0
0.25255,-1.3141,0.13037,0
0.82793,0.77862,-0.85366,0
-0.26762,0.24313,0.5877,0
0.13885,1.0467,0.32907,0
0.46702,0.40155,0.14425,0
-0.074003,-0.80781,0.84434,0
0.13992,2.1035,0.90988,0
0.86045,0.5038,0.094093,0
-0.17792,0.90193,0.83411,0
-1.5609,0.62588,1.8296,0
0.21514,-0.67951,0.48156,0
0.75873,-0.023233,1.4513,0
1.4984,-0.64121,0.41056,0
-0.94878,0.48289,-0.81469,0
0.35892,0.88646,-0.97001,0
-0.75026,1.379,-0.50194,0
0.81509,-1.6326,0.046321,0
-0.47106,-0.35257,0.82802,0
-3.3508,1.1852,0.77653,0
-0.57309,-1.1921,-0.186,0
-0.1332,0.10768,1.6886,0
0.88757,0.58311,-1.4989,0
0.529,0.39234,0.25812,0
1.0787,1.7623,0.29303,0
-0.30782,0.67832,2.181,0
-0.47009,0.34877,-0.8308,0
-0.070442,1.1929,1.115,0
-0.42699,0.92733,-0.21341,0
-0.26643,-0.95185,1.4843,0
1.1982,0.84083,-0.082038,0
-0.81991,-0.33958,1.731,0
-0.48504,1.196,-0.030404,0
1.4651,0.55537,-1.0999,0
0.68459,-0.6242,-0.41181,0
-0.38395,0.73304,1.1005,0
1.2303,-1.1683,0.58933,0
0.014451,0.67205,-0.74961,0
-2.7663,-0.96624,1.0719,0
-0.2969,1.0152,0.96851,0
0.59634,2.0245,0.44478,0
1.6624,-0.35769,-0.61207,0
1.3927,-0.38042,-1.1377,0
-0.7217,-0.35639,1.8034,0
1.0338,0.12083,-1.2165,0
0.026651,0.73687,-0.028727,0
-0.06415,-0.78821,-0.6114,0
1.9305,-1.6235,0.69102,0
-1.3843,-0.31011,0.088716,0
0.38762,-0.02188,1.2918,0
-0.80654,0.29865,0.52343,0
-0.66873,1.8171,0.78461,0
-0.9727,1.7453,-1.4495,0
1.3732,-0.49741,1.0376,0
0.73546,0.11207,-0.67265,0
-0.527,-0.15681,-1.8455,0
-1.8206,0.36584,-2.2408,0
-1.9782,1.3758,0.61938,0
-0.071573,1.0687,0.62674,0
0.29556,-0.082074,-1.2975,0
0.36531,-0.57808,-0.20525,0
-0.54753,0.29821,-0.81482,0
0.23105,0.040497,-0.58511,0
0.94252,-0.62921,-0.10496,0
1.158,0.63621,-0.27104,0
1.4128,3.0716,0.072266,0
-0.55364,1.2874,1.4146,0
-0.9036,0.58647,-0.49169,0
-0.12215,0.59523,-0.30971,0
-0.54761,-1.2271,-1.0922,0
1.2547,-0.042531,0.059892,0
0.67849,-1.2027,-0.10035,0
-1.6101,0.46071,0.90793,0
-0.74645,1.2755,-0.38708,0
-0.47652,1.3281,0.38557,0
-0.88868,-0.98058,-2.5154,0
0.5275,0.97047,-0.21617,0
-0.54541,-1.0039,-0.26247,0
1.933,0.12183,-0.54124,0
-0.53295,-0.51613,-0.52167,0
-0.80014,-0.45906,0.81376,0
-0.35515,-0.52112,-0.92624,0
-1.0184,-0.32935,-0.84535,0
1.1456,-0.40402,1.4553,0
-0.97277,-1.5044,0.95957,0
-0.57797,-2.1592,-0.27062,0
-1.5203,-0.29731,-2.0853,0
0.37909,0.56837,-0.65118,0
-1.6018,1.5,-0.35783,0
1.6895,2.0865,-0.48261,0
-1.7444,-0.24696,1.3824,0
-0.53036,1.1644,-0.48364,0
0.30607,-1.2612,-0.69956,0
1.493,-0.073703,-0.45536,0
1.2172,0.35339,0.044707,0
0.9453,-0.11883,0.4018,0
0.67764,0.22995,0.14378,0
-0.42558,-0.97972,2.013,0
-0.68528,-0.47274,-0.66536,0
-0.23154,-0.75022,-1.8556,0
2.0777,-1.8901,1.1095,0
-0.055996,0.61614,-0.0734,0
-0.16275,-0.038983,-2.6992,0
-0.51303,0.10419,-1.2794,0
0.51185,0.77899,1.5141,0
0.45433,0.94543,-1.0532,0
0.18741,-0.23942,-0.30008,0
-0.6193,0.24517,-0.63069,0
-0.21312,0.5409,1.0448,0
-0.89452,-0.29048,0.67974,0
1.7951,-1.7802,0.93778,0
-0.9377,-0.091785,0.39982,0
-0.75594,1.3096,0.015034,0
-0.60848,0.29397,-0.57079,0
0.070133,-1.2738,0.33215,0
1.1886,1.1294,0.86661,0
0.44066,1.3425,1.6881,0
-0.23507,1.1815,1.0876,0
0.0063349,0.2786,-1.4137,0
-0.68476,0.99736,-0.15616,0
-0.57641,0.74401,1.4312,0
0.65051,-0.72566,0.18521,0
0.061293,-0.0076151,-0.1926,0
1.2363,0.90064,1.3846,0
0.41491,-0.13089,-1.0666,0
-0.84942,-0.13682,-0.29203,0
0.18211,-0.58764,-0.80612,0
1.0267,0.6007,0.51872,0
-1.531,-1.0554,0.17297,0
0.49041,-0.1157,-0.91149,0
0.65432,0.034828,1.0459,0
0.48299,0.98826,1.5071,0
0.60572,1.9303,-0.66358,0
-0.12887,-0.5159,-0.4032,0
-0.44096,0.30909,-0.6017,0
0.2731,0.37332,1.0325,0
-1.12,-1.0553,0.040778,0
-0.58336,-0.52487,-0.41956,0
-0.14711,1.1131,-1.7878,0
0.72438,-1.0545,-2.3627,0
-0.51866,1.252,-0.54662,0
-1.9268,-1.4772,-0.5816,0
-0.22029,-1.2791,2.7796,0
-1.2086,0.23513,-2.0359,0
1.1317,0.86029,-1.9302,0
0.28631,-0.56306,-0.51548,0
1.0243,-0.36223,0.019666,0
1.3685,-0.49027,0.27347,0
-0.78262,0.46997,0.30073,0
-0.69654,2.2446,-1.4848,0
-0.736,-0.56702,-0.090146,0
0.26364,0.62824,0.60619,0
0.089252,-0.6269,0.06172,0
0.66524,-0.22694,-0.67019,0
0.14761,1.4707,-0.51039,0
0.32042,0.40907,0.95667,0
-0.34109,-0.97624,-1.0422,0
-0.028901,-1.0793,-0.54519,0
0.051686,-0.56732,-1.3411,0
0.93167,-0.22991,0.53118,0
1.8796,1.2464,0.19298,0
-0.3702,-1.5239,-2.255,0
0.61943,0.14668,-0.6271,0
0.18249,-0.71799,-0.89976,0
1.2303,-0.55845,-0.15287,0
0.31434,-1.8051,1.51,0
-0.67282,-1.3867,0.50328,0
-0.62274,-0.088635,-0.43353,0
-0.047226,-0.06602,0.3003,0
0.48928,0.1347,1.0205,0
-0.4102,-1.4625,-0.084856,0
-0.16902,0.14295,0.57664,0
1.2032,-0.17798,1.6738,0
0.68662,-0.50806,-1.2138,0
-0.49239,1.2647,-0.037455,0
0.91726,0.057207,0.91188,0
-1.2164,-1.7332,-0.60678,0
0.72608,2.32,1.6086,0
0.88339,-0.8629,1.9431,0
-0.37989,0.24854,1.0836,0
1.0287,-0.84171,0.45338,0
-0.47105,-0.79669,0.56415,0
-0.16066,0.63331,-0.39879,0
-0.5645,-2.8555,-0.34537,0
0.011338,1.8543,-0.82261,0
1.4728,0.043461,0.97411,0
-0.37861,1.2937,0.2499,0
-1.4348,-0.052884,0.29436,0
0.41488,-0.80479,0.085792,0
-0.98885,0.96761,-0.30462,0
0.60458,-1.6041,0.70957,0
-0.31055,0.025694,-1.0631,0
-0.58244,0.94964,0.33899,0
-0.25345,0.20496,-0.39094,0
0.1913,-0.75164,0.65433,0
-0.70511,0.25764,-0.51254,0
0.2281,-0.54705,0.042192,0
0.66436,0.31765,-0.382,0
-1.6071,-0.82998,0.47779,0
1.3181,0.57354,-0.28957,0
-1.0636,-0.11482,1.1421,0
-0.39774,0.38367,-0.082353,0
1.9926,-0.27804,-0.44531,0
-0.2621,-0.57506,-0.40892,0
0.7326,1.1151,0.082152,0
1.4545,0.36178,-1.2643,0
0.67086,-1.0902,-1.1555,0
0.94314,-0.54499,-0.35858,0
-0.078668,0.18832,-1.3833,0
0.26853,0.9261,1.0832,0
0.57366,0.28248,1.0627,0
-0.31267,1.7035,-0.35651,0
-1.2613,1.2966,0.88964,0
0.79126,-0.14924,-0.12168,0
-1.0215,-1.0354,0.23058,0
1.7158,0.62696,-0.61645,0
0.98795,0.75207,0.80272,0
-1.579,-1.3359,-0.36709,0
0.39209,-1.3012,-0.35836,0
0.78878,-1.628,0.59291,0
-0.33078,-0.97149,0.40435,0
0.89966,0.069471,-0.69792,0
-1.0674,-1.3805,0.36061,0
-1.0004,0.90868,-0.48197,0
0.16449,0.63678,-0.34215,0
-0.47256,1.235,-1.3025,0
-0.60618,-1.8663,0.24348,0
-0.0064911,0.36558,0.49821,0
1.9034,1.2634,0.64732,0
-1.0159,-1.9103,0.84139,0
-0.21272,-1.1707,-0.012145,0
0.41693,1.1118,0.26189,0
0.014012,1.1186,0.91054,0
0.92156,-0.22087,-1.5109,0
0.08669,0.19838,1.8298,0
-1.331,-1.2736,-2.1363,0
-0.98277,2.3832,2.3535,0
-0.81652,-0.20428,1.7055,0
-0.80216,0.010415,-0.86065,0
-0.37159,0.14816,1.5781,0
0.069879,-0.95673,0.57485,0
-1.164,-1.3338,0.23873,0
1.1651,-0.6315,0.53467,0
-0.26988,-1.6333,-1.2444,0
0.22487,-1.5382,0.22125,0
-0.10466,0.94004,0.30937,0
-0.58324,-0.2334,-1.3029,0
0.63032,-0.86992,0.64131,0
-0.48157,0.45064,-3.554,0
1.0693,-0.74306,-2.7585,0
-0.30138,-0.38139,-1.064,0
-0.38076,-0.24675,0.51127,0
0.083361,-2.169,-0.5953,0
-1.9096,1.0649,-1.5645,0
-1.0601,-0.045145,0.94235,0
-0.62324,0.13099,1.4807,0
1.7729,0.38522,0.1656,0
-0.16768,-0.71038,1.2164,0
-0.63273,-1.9614,0.76026,0
1.1093,0.051615,-0.15597,0
0.99524,0.062172,1.2814,0
-0.11503,-0.13319,-1.3709,0
-0.73829,1.6508,-0.32276,0
1.3477,-0.05458,-0.17368,0
-1.1834,-1.2805,-0.95194,0
-0.61918,-1.5278,-1.0595,0
1.0559,0.40515,-0.73982,0
0.94298,-1.1667,0.47864,0
-0.39456,0.76943,-0.40132,0
-0.92682,-0.49302,-1.0499,0
1.0774,0.50823,-1.1147,0
-0.27671,-0.026306,-1.3711,0
-0.091774,2.0462,-0.0052502,0
1.6008,-1.5334,0.45372,0
